date,team,opponent,home_away,outcome,team_score,opponent_score,overtime,games,goals,assists,sh_att,so_g,fouls,red_cards,yellow_cards,gc,goal_app,ggs,goalie_min_plyd,ga,saves,shutouts,combined_sho,g_wins,g_loss,d_saves,corners,pk,pk_att,gwg,defensive_goals,defensive_assists,defensive_sh_att,defensive_so_g,defensive_fouls,defensive_red_cards,defensive_yellow_cards,defensive_gc,defensive_goal_app,defensive_ggs,defensive_goalie_min_plyd,defensive_ga,defensive_saves,defensive_shutouts,defensive_combined_sho,defensive_g_wins,defensive_g_loss,defensive_d_saves,defensive_corners,defensive_pk,defensive_pk_att,defensive_gwg
2022-09-01,Northern Ariz. Lumberjacks,Ga. Southern,Home,Draw,0,0,NA,1,0,0,15,7,9,0,1,0,0,0,90:00,0,8,1,0,0,0,0,6,0,0,0,0,0,11,8,4,0,0,0,0,0,90:00,0,7,1,0,0,0,0,8,0,0,0
2022-09-09,Northern Ariz. Lumberjacks,CSU Bakersfield,Away,Loss,1,2,NA,1,1,1,19,10,9,0,1,0,0,0,90:00,2,2,0,0,0,0,0,6,0,0,0,2,2,7,4,16,0,1,0,0,0,90:00,1,9,0,0,0,0,0,3,0,0,1
2022-09-11,Northern Ariz. Lumberjacks,Air Force,Home,Loss,1,2,NA,1,1,1,24,11,10,0,2,0,0,0,90:00,2,8,0,0,0,0,0,1,0,1,0,2,0,22,10,12,0,0,0,0,0,90:00,1,10,0,0,0,0,0,6,1,1,1
2022-08-18,Northern Colo. Bears,Wyoming,Home,Win,2,0,NA,1,2,2,13,8,10,0,0,0,0,0,90:00,0,5,1,0,0,0,0,8,0,0,1,0,0,19,5,10,0,1,0,0,0,90:00,2,6,0,0,0,0,0,7,0,0,0
2022-08-21,Northern Colo. Bears,Kansas St.,Away,Draw,1,1,NA,1,1,1,9,3,5,0,0,0,0,0,90:00,1,11,0,0,0,0,0,4,0,0,0,1,1,27,12,12,0,0,0,0,0,90:00,1,2,0,0,0,0,0,3,0,0,0
2022-08-25,Northern Colo. Bears,North Dakota,Home,Win,4,0,NA,1,4,4,13,10,13,0,1,0,0,0,90:00,0,3,1,0,0,0,0,4,0,0,1,0,0,10,3,9,0,0,0,0,0,90:00,4,6,0,0,0,0,0,0,0,0,0
2022-08-28,Northern Colo. Bears,Valparaiso,Home,Draw,1,1,NA,1,1,0,11,3,9,0,0,0,0,0,90:00,1,7,0,0,0,0,0,4,0,0,0,1,1,15,8,11,0,0,0,0,0,90:00,1,2,0,0,0,0,0,3,0,0,0
2022-09-01,Northern Colo. Bears,Omaha,Home,Win,1,0,NA,1,1,1,12,5,2,0,0,0,0,0,90:00,0,4,1,0,0,0,0,6,0,0,1,0,0,14,4,6,0,0,0,0,0,90:00,1,4,0,0,0,0,0,5,0,0,0
2022-09-04,Northern Colo. Bears,North Dakota St.,Home,Win,5,0,NA,1,5,2,17,11,6,0,0,0,0,0,90:00,0,1,1,1,0,0,0,3,0,0,1,0,0,3,1,7,0,0,0,0,0,90:00,5,7,0,0,0,0,0,4,0,0,0
2022-09-08,Northern Colo. Bears,James Madison,Away,Loss,1,2,NA,1,1,1,6,4,5,0,0,0,0,0,90:00,2,5,0,0,0,0,0,2,0,0,0,2,2,13,7,6,0,0,0,0,0,90:00,1,3,0,0,0,0,0,5,0,0,1
2022-09-11,Northern Colo. Bears,Virginia Tech,Away,Loss,2,5,NA,1,2,0,9,4,6,0,0,0,0,0,90:00,5,6,0,0,0,0,0,1,1,1,0,5,7,27,11,14,0,0,0,0,0,90:00,2,2,0,0,0,0,0,5,0,1,1
2022-08-18,Northern Ky. Norse,Cincinnati,Away,Loss,0,2,NA,1,0,0,2,0,5,0,1,0,0,0,90:00,2,4,0,0,0,0,0,2,0,0,0,2,1,17,6,11,0,0,0,0,0,90:00,0,0,1,0,0,0,0,7,0,0,1
2022-08-25,Northern Ky. Norse,Dayton,Home,Loss,0,3,NA,1,0,0,4,2,10,0,0,0,0,0,90:00,3,5,0,0,0,0,0,5,0,0,0,3,2,16,8,15,0,1,0,0,0,90:00,0,2,1,0,0,0,0,3,0,0,1
2022-08-28,Northern Ky. Norse,Louisville,Home,Loss,0,1,NA,1,0,0,1,1,12,0,1,0,0,0,90:00,1,3,0,0,0,0,0,1,0,0,0,1,1,18,4,8,0,1,0,0,0,90:00,0,1,1,0,0,0,0,7,0,0,1
2022-09-01,Northern Ky. Norse,Bellarmine,Home,Draw,0,0,NA,1,0,0,6,1,7,0,0,0,0,0,90:00,0,4,1,0,0,0,0,3,0,0,0,0,0,7,4,7,0,0,0,0,0,90:00,0,1,1,0,0,0,0,0,0,0,0
2022-09-08,Northern Ky. Norse,Ohio,Home,Loss,0,2,NA,1,0,0,4,2,7,0,1,0,0,0,90:00,2,2,0,0,0,0,0,1,0,0,0,2,1,8,4,9,0,2,0,0,0,90:00,0,2,1,0,0,0,0,2,0,0,1
2022-08-18,Northwestern Wildcats,Kansas St.,Away,Win,2,1,NA,1,2,3,18,11,5,0,1,0,0,0,90:00,1,1,0,0,0,0,0,7,0,0,1,1,1,8,2,9,0,1,0,0,0,90:00,2,9,0,0,0,0,0,4,0,0,0
2022-08-21,Northwestern Wildcats,Kansas,Away,Loss,0,1,NA,1,0,0,15,3,16,0,0,0,0,0,90:00,1,1,0,0,0,0,0,6,0,0,0,1,1,10,2,9,0,5,0,0,0,90:00,0,3,1,0,0,0,0,2,0,0,1
2022-08-25,Northwestern Wildcats,SIUE,Home,Win,5,0,NA,1,5,7,13,8,11,0,0,0,0,0,90:00,0,0,1,1,0,0,0,3,0,0,1,0,0,4,0,14,0,0,0,0,0,90:00,5,3,0,0,0,0,0,2,0,0,0
2022-08-28,Northwestern Wildcats,Oakland,Away,Draw,0,0,NA,1,0,0,15,6,9,0,1,0,0,0,90:00,0,1,1,1,0,0,0,4,0,0,0,0,0,4,1,7,0,0,0,0,0,90:00,0,6,1,0,0,0,0,0,0,0,0
2022-09-01,Northwestern Wildcats,DePaul,Away,Win,3,1,NA,1,3,3,27,16,5,0,1,0,0,0,90:00,1,1,0,0,0,0,0,15,0,0,1,1,1,4,2,8,0,1,0,0,0,90:00,3,13,0,0,0,0,0,1,0,0,0
2022-09-04,Northwestern Wildcats,Xavier,Home,Win,2,0,NA,1,2,3,15,8,12,0,0,0,0,0,90:00,0,4,1,1,0,0,0,5,0,0,1,0,0,9,4,4,0,0,0,0,0,90:00,2,6,0,0,0,0,0,4,0,0,0
2022-09-08,Northwestern Wildcats,Stanford,Home,Win,1,0,NA,1,1,0,9,4,5,0,0,0,0,0,90:00,0,1,1,1,0,0,0,5,1,1,1,0,0,11,1,8,0,2,0,0,0,90:00,1,3,0,0,0,0,0,5,0,0,0
2022-09-11,Northwestern Wildcats,Butler,Home,Win,1,0,NA,1,1,2,3,2,12,0,2,0,0,0,90:00,0,5,1,1,0,0,0,3,0,0,1,0,0,9,5,8,2,1,0,0,0,90:00,1,1,0,0,0,0,0,5,0,1,0
2022-08-21,Northwestern St. Lady Demons,Louisiana Tech,Away,Win,4,1,NA,1,4,4,22,9,8,0,3,0,0,0,90:00,1,3,0,0,0,0,0,6,0,0,1,1,2,8,4,6,0,0,0,0,0,90:00,4,5,0,0,0,0,0,1,0,0,0
2022-08-25,Northwestern St. Lady Demons,Arkansas St.,Away,Draw,1,1,NA,1,1,1,18,8,9,0,1,0,0,0,90:00,1,4,0,0,0,0,0,5,0,0,0,1,2,12,5,6,0,1,0,0,0,90:00,1,7,0,0,0,0,0,6,0,0,0
2022-08-28,Northwestern St. Lady Demons,SMU,Away,Loss,0,1,NA,1,0,0,4,3,11,0,0,0,0,0,90:00,1,3,0,0,0,0,0,3,0,0,0,1,2,20,4,9,0,2,0,0,0,90:00,0,3,1,1,0,0,0,9,0,0,1
2022-09-04,Northwestern St. Lady Demons,Grambling,Away,Win,5,1,NA,1,5,3,18,8,10,0,0,0,0,0,90:00,1,6,0,0,0,0,0,10,0,0,1,1,1,9,7,21,0,0,0,0,0,90:00,5,3,0,0,0,0,0,1,0,0,0
2022-09-09,Northwestern St. Lady Demons,Jackson St.,Home,Win,6,0,NA,1,6,5,23,13,9,0,2,0,0,0,90:00,0,4,1,0,0,0,0,16,0,0,1,0,0,5,4,7,0,4,0,0,0,90:00,6,7,0,0,0,0,0,0,0,0,0
2022-09-11,Northwestern St. Lady Demons,UIW,Home,Win,1,0,NA,1,1,1,20,11,5,0,0,0,0,0,90:00,0,0,1,0,0,0,0,8,0,1,1,0,0,5,0,10,1,1,0,0,0,90:00,1,10,0,0,0,0,0,2,0,0,0
2022-08-18,Notre Dame Fighting Irish,Marquette,Home,Win,3,0,NA,1,3,3,18,9,8,0,1,0,0,0,90:00,0,0,1,0,0,0,0,7,0,0,1,0,0,1,0,11,0,0,0,0,0,90:00,3,6,0,0,0,0,0,2,0,0,0
2022-08-21,Notre Dame Fighting Irish,Western Mich.,Home,Win,2,0,NA,1,2,1,34,16,5,0,0,0,0,0,90:00,0,0,1,0,0,0,0,17,1,1,1,0,0,0,0,7,0,1,0,0,0,90:00,2,14,0,0,0,0,0,0,0,0,0
2022-08-25,Notre Dame Fighting Irish,Saint Louis,Away,Win,2,0,NA,1,2,0,16,9,10,0,0,0,0,0,90:00,0,1,1,0,0,0,0,11,0,0,1,0,0,2,1,13,1,2,0,0,0,90:00,2,7,0,0,0,0,0,1,0,0,0
2022-08-28,Notre Dame Fighting Irish,Illinois,Home,Win,4,0,NA,1,4,4,27,17,5,0,0,0,0,0,90:00,0,3,1,1,0,0,0,11,0,1,1,0,0,8,3,8,0,1,0,0,0,90:00,4,13,0,0,0,0,0,1,0,0,0
2022-09-01,Notre Dame Fighting Irish,Wisconsin,Home,Win,4,1,NA,1,4,4,23,14,9,0,1,0,0,0,90:00,1,2,0,0,0,0,0,10,0,0,1,1,1,6,3,6,0,1,0,0,0,90:00,4,10,0,0,0,0,0,4,0,0,0
2022-09-08,Notre Dame Fighting Irish,Purdue,Away,Win,3,1,NA,1,3,2,29,7,6,0,3,0,0,0,90:00,1,2,0,0,0,0,0,3,0,0,1,1,0,6,3,7,0,0,0,0,0,90:00,3,4,0,0,0,0,0,3,0,0,0
2022-09-11,Notre Dame Fighting Irish,Ohio,Home,Win,3,1,NA,1,3,3,28,10,10,0,0,0,0,0,90:00,1,2,0,0,0,0,0,10,0,0,1,1,0,8,3,9,0,2,0,0,0,90:00,3,7,0,0,0,0,0,1,0,0,0
2022-08-18,Oakland Golden Grizzlies,DePaul,Away,Win,1,0,NA,1,1,0,21,6,6,0,0,0,0,0,90:00,0,2,1,0,0,0,0,9,0,0,1,0,0,4,2,10,0,0,0,0,0,90:00,1,5,0,0,0,0,0,4,0,0,0
2022-08-21,Oakland Golden Grizzlies,Kent St.,Away,Win,2,0,NA,1,2,1,7,5,7,0,0,0,0,0,90:00,0,6,1,0,0,0,0,2,0,0,1,0,0,12,6,9,0,2,0,0,0,90:00,2,3,0,0,0,0,0,6,0,0,0
2022-08-25,Oakland Golden Grizzlies,Akron,Home,Draw,1,1,NA,1,1,1,21,7,5,0,1,0,0,0,90:00,1,3,0,0,0,0,0,6,0,0,0,1,0,9,4,7,0,0,0,0,0,90:00,1,6,0,0,0,0,0,1,0,0,0
2022-08-28,Oakland Golden Grizzlies,Northwestern,Home,Draw,0,0,NA,1,0,0,4,1,7,0,0,0,0,0,90:00,0,6,1,0,0,0,0,0,0,0,0,0,0,15,6,9,0,1,0,0,0,90:00,0,1,1,1,0,0,0,4,0,0,0
2022-09-01,Oakland Golden Grizzlies,Toledo,Away,Win,4,1,NA,1,4,4,17,14,5,0,0,0,0,0,90:00,1,3,0,0,0,0,0,5,0,0,1,1,1,9,4,5,0,0,0,0,0,90:00,4,10,0,0,0,0,0,9,0,0,0
2022-09-04,Oakland Golden Grizzlies,Wake Forest,Home,Loss,0,1,NA,1,0,0,4,1,7,0,0,0,0,0,90:00,1,4,0,0,0,0,0,0,0,0,0,1,1,9,5,8,0,0,0,0,0,90:00,0,1,1,0,0,0,0,3,0,0,1
2022-09-08,Oakland Golden Grizzlies,Michigan St.,Away,Draw,0,0,NA,1,0,0,5,0,10,0,3,0,0,0,90:00,0,2,1,1,0,0,0,0,0,0,0,0,0,15,2,12,0,0,0,0,0,90:00,0,0,1,0,0,0,0,11,0,0,0
2022-09-11,Oakland Golden Grizzlies,Western Mich.,Away,Draw,1,1,NA,1,1,0,14,5,8,0,0,0,0,0,90:00,1,5,0,0,0,0,0,5,0,1,0,1,2,10,6,12,0,3,0,0,0,90:00,1,4,0,0,0,0,0,5,0,0,0
2022-08-18,Ohio Bobcats,Duquesne,Away,Loss,1,2,NA,1,1,0,16,7,10,0,0,0,0,0,90:00,2,6,0,0,0,0,0,2,0,0,0,2,4,14,8,12,0,0,0,0,0,90:00,1,6,0,0,0,0,0,6,0,0,1
2022-08-21,Ohio Bobcats,Xavier,Away,Draw,0,0,NA,1,0,0,4,2,10,0,0,0,0,0,90:00,0,4,1,0,0,0,0,1,0,0,0,0,0,15,4,8,0,0,0,0,0,90:00,0,2,1,0,0,0,0,6,0,0,0
2022-08-28,Ohio Bobcats,Marshall,Away,Win,3,1,NA,1,3,3,16,9,8,0,0,0,0,0,90:00,1,7,0,0,0,0,0,2,0,0,1,1,0,16,8,7,0,0,0,0,0,90:00,3,6,0,0,0,0,0,3,0,1,0
2022-09-04,Ohio Bobcats,VMI,Home,Win,11,0,NA,1,11,7,23,17,8,0,2,0,0,0,90:00,0,1,1,1,0,0,0,3,1,1,1,0,0,4,1,5,0,1,0,0,0,90:00,11,6,0,0,0,0,0,1,0,0,0
2022-09-08,Ohio Bobcats,Northern Ky.,Away,Win,2,0,NA,1,2,1,8,4,9,0,2,0,0,0,90:00,0,2,1,0,0,0,0,2,0,0,1,0,0,4,2,7,0,1,0,0,0,90:00,2,2,0,0,0,0,0,1,0,0,0
2022-09-11,Ohio Bobcats,Notre Dame,Away,Loss,1,3,NA,1,1,0,8,3,9,0,2,0,0,0,90:00,3,7,0,0,0,0,0,1,0,0,0,3,3,28,10,10,0,0,0,0,0,90:00,1,2,0,0,0,0,0,10,0,0,1
2022-08-18,Ohio St. Buckeyes,Kansas,Away,Win,1,0,NA,1,1,1,10,4,9,0,1,0,0,0,90:00,0,4,1,1,0,0,0,9,0,0,1,0,0,7,4,2,0,0,0,0,0,90:00,1,3,0,0,0,0,0,9,0,0,0
2022-08-21,Ohio St. Buckeyes,Missouri,Away,Win,2,1,NA,1,2,1,13,9,9,0,0,0,0,0,90:00,1,4,0,0,0,0,0,3,0,0,1,1,1,11,5,7,0,0,0,0,0,90:00,2,7,0,0,0,0,0,6,0,0,0
2022-08-26,Ohio St. Buckeyes,BYU,Home,Loss,0,2,NA,1,0,0,6,4,6,0,0,0,0,0,90:00,2,11,0,0,0,0,0,1,0,0,0,2,2,42,13,9,0,0,0,0,0,90:00,0,4,1,0,0,0,0,7,0,0,1
2022-09-01,Ohio St. Buckeyes,Dayton,Away,Win,4,0,NA,1,4,4,13,9,13,0,0,0,0,0,90:00,0,1,1,1,0,0,0,3,0,0,1,0,0,8,1,7,0,2,0,0,0,90:00,4,5,0,0,0,0,0,5,0,0,0
2022-09-04,Ohio St. Buckeyes,Texas A&M,Home,Draw,0,0,NA,1,0,0,15,4,5,0,0,0,0,0,90:00,0,2,1,1,0,0,0,10,0,0,0,0,0,14,2,8,0,3,0,0,0,90:00,0,4,1,0,0,0,0,2,0,0,0
2022-09-08,Ohio St. Buckeyes,Brown,Away,Win,3,2,NA,1,3,2,17,7,6,0,1,0,0,0,90:00,2,5,0,0,0,0,0,4,0,0,1,2,3,16,7,4,0,1,0,0,0,90:00,3,4,0,0,0,0,0,5,0,0,0
2022-09-11,Ohio St. Buckeyes,Kent St.,Home,Win,2,1,NA,1,2,0,12,4,10,0,2,0,0,0,90:00,1,3,0,0,0,0,0,4,0,0,1,1,1,6,4,8,0,2,0,0,0,90:00,2,2,0,0,0,0,0,4,0,0,0
2022-08-18,Oklahoma Sooners,Houston,Home,Draw,1,1,NA,1,1,1,15,7,10,0,1,0,0,0,90:00,1,2,0,0,0,0,0,4,0,0,0,1,0,5,3,12,0,1,0,0,0,90:00,1,6,0,0,0,0,0,3,1,1,0
2022-08-21,Oklahoma Sooners,Nebraska,Away,Loss,1,2,NA,1,1,1,7,3,8,0,0,0,0,0,90:00,2,10,0,0,0,0,0,0,0,0,0,2,3,22,12,8,0,1,0,0,0,90:00,1,2,0,0,0,0,0,7,0,0,1
2022-08-25,Oklahoma Sooners,Arkansas,Home,Loss,1,6,NA,1,1,2,14,8,6,0,5,0,0,0,90:00,6,9,0,0,0,0,0,7,0,0,0,6,5,20,14,8,0,3,0,0,0,90:00,1,7,0,0,0,0,0,9,0,0,1
2022-09-01,Oklahoma Sooners,North Texas,Away,Win,3,2,NA,1,3,1,16,4,8,0,2,0,0,0,90:00,2,2,0,0,0,0,0,5,1,1,1,2,2,15,4,12,0,3,0,0,0,90:00,3,1,0,0,0,0,0,2,0,0,0
2022-09-04,Oklahoma Sooners,SMU,Home,Draw,1,1,NA,1,1,2,10,6,18,2,2,0,0,0,90:00,1,2,0,0,0,0,0,4,0,0,0,1,0,13,3,9,0,2,0,0,0,90:00,1,5,0,0,0,0,0,7,0,0,0
2022-09-08,Oklahoma Sooners,Tulsa,Away,Win,1,0,NA,1,1,1,23,8,12,0,1,0,0,0,90:00,0,0,1,0,0,0,0,3,0,0,1,0,0,7,0,7,0,3,0,0,0,90:00,1,7,0,0,0,0,0,6,0,0,0
2022-09-11,Oklahoma Sooners,Oral Roberts,Away,Win,5,2,NA,1,5,4,23,10,9,0,5,0,0,0,90:00,2,3,0,0,0,0,0,8,0,0,1,2,1,12,5,12,0,0,0,0,0,90:00,5,5,0,0,0,0,0,11,1,1,0
2022-08-18,Oklahoma St. Cowgirls,Omaha,Away,Win,2,1,NA,1,2,2,15,7,4,0,0,0,0,0,90:00,1,0,0,0,0,0,0,8,0,0,1,1,1,2,1,8,0,0,0,0,0,90:00,2,5,0,0,0,0,0,2,0,0,0
2022-08-21,Oklahoma St. Cowgirls,Missouri St.,Home,Win,4,0,NA,1,4,5,25,9,12,0,1,0,0,0,90:00,0,2,1,1,0,0,0,7,0,0,1,0,0,6,2,11,0,1,0,0,0,90:00,4,5,0,0,0,0,0,1,0,0,0
2022-08-25,Oklahoma St. Cowgirls,Tulsa,Away,Win,1,0,NA,1,1,0,13,7,11,0,0,0,0,0,90:00,0,0,1,0,0,0,0,6,0,0,1,0,0,6,0,12,0,2,0,0,0,90:00,1,7,0,0,0,0,0,6,0,0,0
2022-09-01,Oklahoma St. Cowgirls,Fla. Atlantic,Away,Draw,0,0,NA,1,0,0,6,4,8,0,1,0,0,0,90:00,0,6,1,0,0,0,0,1,0,0,0,0,0,9,6,9,0,1,0,0,0,90:00,0,4,1,0,0,0,0,2,0,0,0
2022-09-04,Oklahoma St. Cowgirls,Miami (FL),Away,Loss,1,2,NA,1,1,1,10,5,11,0,0,0,0,0,90:00,2,0,0,0,0,0,0,2,0,0,0,2,1,7,2,11,0,1,0,0,0,90:00,1,4,0,0,0,0,0,6,0,0,1
2022-09-08,Oklahoma St. Cowgirls,SFA,Away,Win,5,0,NA,1,5,2,22,17,7,0,1,0,0,0,90:00,0,6,1,1,0,0,0,10,1,1,1,0,0,8,6,4,0,0,0,0,0,90:00,5,12,0,0,0,0,0,1,0,0,0
2022-09-11,Oklahoma St. Cowgirls,Central Ark.,Away,Win,3,0,NA,1,3,1,39,19,11,0,0,0,0,0,90:00,0,2,1,1,0,0,0,9,1,2,1,0,0,4,2,10,0,1,0,0,0,90:00,3,16,0,0,0,0,0,1,0,0,0
2022-08-18,Old Dominion Monarchs,Auburn,Away,Loss,0,1,NA,1,0,0,4,1,14,0,1,0,0,0,90:00,1,3,0,0,0,0,0,2,0,0,0,1,1,13,4,10,0,0,0,0,0,90:00,0,1,1,0,0,0,0,4,0,0,1
2022-08-25,Old Dominion Monarchs,William & Mary,Away,Loss,0,1,NA,1,0,0,18,7,3,0,1,0,0,0,90:00,1,3,0,0,0,0,0,6,0,0,0,1,2,6,4,15,0,3,0,0,0,90:00,0,7,1,0,0,0,0,2,0,0,1
2022-08-28,Old Dominion Monarchs,East Carolina,Away,Loss,0,3,NA,1,0,0,8,1,9,0,3,0,0,0,90:00,3,4,0,0,0,0,0,1,0,0,0,3,3,15,7,8,0,1,0,0,0,90:00,0,1,1,0,0,0,0,6,1,1,1
2022-09-01,Old Dominion Monarchs,Virginia Tech,Home,Loss,0,3,NA,1,0,0,11,5,3,0,0,0,0,0,90:00,3,7,0,0,0,0,0,2,0,0,0,3,2,16,10,6,0,0,0,0,0,90:00,0,5,1,0,0,0,0,2,0,0,1
2022-09-04,Old Dominion Monarchs,Longwood,Home,Win,1,0,NA,1,1,0,10,5,10,0,1,0,0,0,90:00,0,1,1,0,0,0,0,2,0,0,1,0,0,4,1,5,0,0,0,0,0,90:00,1,4,0,0,0,0,0,3,0,0,0
2022-09-08,Old Dominion Monarchs,Richmond,Away,Win,3,0,NA,1,3,1,17,13,8,0,0,0,0,0,90:00,0,5,1,0,0,0,0,4,0,0,1,0,0,10,5,14,0,1,0,0,0,90:00,3,10,0,0,0,0,0,6,0,0,0
2022-09-11,Old Dominion Monarchs,American,Home,Draw,2,2,NA,1,2,1,16,8,11,0,2,0,0,0,90:00,2,4,0,0,0,0,0,3,0,0,0,2,0,12,6,10,0,2,0,0,0,90:00,2,6,0,0,0,0,0,1,0,0,0
2022-08-18,Ole Miss Rebels,Southeastern La.,Home,Win,5,0,NA,1,5,7,22,11,14,0,2,0,0,0,90:00,0,0,1,0,0,0,0,11,0,0,1,0,0,1,0,10,0,0,0,0,0,90:00,5,6,0,0,0,0,0,0,0,0,0
2022-08-21,Ole Miss Rebels,Memphis,Home,Win,3,0,NA,1,3,2,12,4,8,0,1,0,0,0,90:00,0,6,1,0,0,0,0,6,0,0,1,0,0,9,6,8,0,1,0,0,0,90:00,3,1,0,0,0,0,0,3,0,0,0
2022-08-25,Ole Miss Rebels,Middle Tenn.,Away,Win,4,0,NA,1,4,6,17,10,9,0,1,0,0,0,90:00,0,4,1,0,0,0,0,9,0,1,1,0,0,9,4,6,0,1,0,0,0,90:00,4,6,0,0,0,0,0,1,0,0,0
2022-08-28,Ole Miss Rebels,Samford,Away,Draw,0,0,NA,1,0,0,6,2,12,0,1,0,0,0,90:00,0,4,1,0,0,0,0,6,0,0,0,0,0,7,4,7,0,0,0,0,0,90:00,0,2,1,0,0,0,0,4,0,1,0
2022-09-01,Ole Miss Rebels,Louisiana Tech,Home,Win,5,0,NA,1,5,5,25,11,11,0,0,0,0,0,90:00,0,2,1,0,0,0,0,9,0,0,1,0,0,3,2,1,0,0,0,0,0,90:00,5,6,0,0,0,0,0,2,0,0,0
2022-09-04,Ole Miss Rebels,UCF,Away,Win,2,1,NA,1,2,2,10,4,5,0,0,0,0,0,90:00,1,3,0,0,0,0,0,4,0,0,1,1,2,10,4,9,0,0,0,0,0,90:00,2,2,0,0,0,0,0,4,0,0,0
2022-09-08,Ole Miss Rebels,Western Ky.,Home,Win,2,1,NA,1,2,1,12,7,8,0,0,0,0,0,90:00,1,2,0,0,0,0,0,9,1,1,1,1,1,3,3,6,0,0,0,0,0,90:00,2,5,0,0,0,0,0,4,0,0,0
2022-09-11,Ole Miss Rebels,Southern Miss.,Home,Draw,0,0,NA,1,0,0,22,6,5,0,1,0,0,0,90:00,0,0,1,0,0,0,0,17,0,0,0,0,0,1,0,7,0,0,0,0,0,90:00,0,6,1,0,0,0,0,1,0,0,0
2022-08-18,Omaha Mavericks,Oklahoma St.,Home,Loss,1,2,NA,1,1,1,2,1,8,0,0,0,0,0,90:00,2,5,0,0,0,0,0,2,0,0,0,2,2,15,7,4,0,0,0,0,0,90:00,1,0,0,0,0,0,0,8,0,0,1
2022-08-21,Omaha Mavericks,Lindenwood,Away,Win,1,0,NA,1,1,1,20,8,5,0,0,0,0,0,90:00,0,1,1,0,0,0,0,14,0,0,1,0,0,1,1,7,0,0,0,0,0,90:00,1,7,0,0,0,0,0,0,0,0,0
2022-08-25,Omaha Mavericks,UNI,Away,Draw,0,0,NA,1,0,0,4,3,1,0,1,0,0,0,90:00,0,5,1,0,0,0,0,7,0,0,0,0,0,6,5,4,0,0,0,0,0,90:00,0,3,1,0,0,0,0,2,0,0,0
2022-08-28,Omaha Mavericks,Missouri,Home,Draw,1,1,NA,1,1,1,5,2,4,0,1,0,0,0,90:00,1,3,0,0,0,0,0,3,0,0,0,1,1,13,4,5,0,0,0,0,0,90:00,1,1,0,0,0,0,0,13,0,0,0
2022-09-01,Omaha Mavericks,Northern Colo.,Away,Loss,0,1,NA,1,0,0,14,4,6,0,0,0,0,0,90:00,1,4,0,0,0,0,0,5,0,0,0,1,1,12,5,2,0,0,0,0,0,90:00,0,4,1,0,0,0,0,6,0,0,1
2022-09-04,Omaha Mavericks,Colorado,Away,Loss,0,5,NA,1,0,0,5,4,6,0,2,0,0,0,90:00,5,4,0,0,0,0,0,3,0,0,0,5,5,25,9,5,0,2,0,0,0,90:00,0,4,1,0,0,0,0,3,0,0,1
2022-09-08,Omaha Mavericks,Minnesota,Away,Loss,0,2,NA,1,0,0,1,1,9,0,0,0,0,0,90:00,2,8,0,0,0,0,0,2,0,0,0,2,2,23,10,10,0,0,0,0,0,90:00,0,1,1,0,0,0,0,12,0,0,1
2022-08-18,Oral Roberts Golden Eagles,Tex. A&M-Commerce,Home,Win,4,0,NA,1,4,5,20,16,5,0,0,0,0,0,90:00,0,4,1,0,0,0,0,9,0,0,1,0,0,5,4,7,0,3,0,0,0,90:00,4,12,0,0,0,0,0,1,0,0,0
2022-08-21,Oral Roberts Golden Eagles,North Texas,Away,Loss,0,4,NA,1,0,0,8,3,11,0,1,0,0,0,90:00,4,2,0,0,0,0,0,1,0,0,0,4,5,21,6,8,0,1,0,0,0,90:00,0,3,1,0,0,0,0,6,0,0,1
2022-08-24,Oral Roberts Golden Eagles,Northwestern Okla.,Home,Win,7,0,NA,1,7,8,29,16,4,0,0,0,0,0,90:00,0,4,1,0,0,0,0,4,0,0,1,0,0,4,4,2,0,0,0,0,0,90:00,7,9,0,0,0,0,0,0,0,0,0
2022-08-28,Oral Roberts Golden Eagles,Central Ark.,Home,Win,1,0,NA,1,1,2,22,13,5,0,0,0,0,0,90:00,0,5,1,0,0,0,0,7,0,0,1,0,0,7,5,3,0,0,0,0,0,90:00,1,12,0,0,0,0,0,2,0,0,0
2022-09-01,Oral Roberts Golden Eagles,Little Rock,Away,Draw,0,0,NA,1,0,0,12,5,13,0,1,0,0,0,90:00,0,5,1,0,0,0,0,7,0,0,0,0,0,8,5,9,0,0,0,0,0,90:00,0,5,1,0,0,0,0,2,0,0,0
2022-09-04,Oral Roberts Golden Eagles,Missouri St.,Home,Loss,1,2,NA,1,1,1,17,8,13,0,0,0,0,0,90:00,2,6,0,0,0,0,0,6,0,0,0,2,2,14,8,6,0,2,0,0,0,90:00,1,7,0,0,0,0,0,10,0,0,1
2022-09-08,Oral Roberts Golden Eagles,Ark.-Pine Bluff,Home,Win,2,0,NA,1,2,3,27,16,4,0,1,0,0,0,90:00,0,5,1,0,0,0,0,4,0,0,1,0,0,8,5,5,0,1,0,0,0,90:00,2,14,0,0,0,0,0,0,0,0,0
2022-09-11,Oral Roberts Golden Eagles,Oklahoma,Home,Loss,2,5,NA,1,2,1,12,5,12,0,0,0,0,0,90:00,5,5,0,0,0,0,0,11,1,1,0,5,4,23,10,9,0,5,0,0,0,90:00,2,3,0,0,0,0,0,8,0,0,1
